customer_id,email,age,tenure_months,monthly_charges,annual_income,outstanding_debt,credit_score,support_tickets_90d,plan,contract_type,payment_method,region,churned
CUST100421,user421@example.com,31.0,48.4,95.31,39523.0,11474.0,848.0,1,premium,month-to-month,bank_transfer,south,0
CUST100422,user422@example.com,51.0,13.9,56.38,101428.0,50064.0,610.0,1,standard,one-year,credit_card,west,0
CUST100423,user423@example.com,31.0,37.1,32.05,76818.0,26785.0,842.0,4,premium,month-to-month,credit_card,south,0
CUST100424,user424@example.com,58.0,59.2,70.7,75098.0,44276.0,617.0,2,premium,month-to-month,bank_transfer,north,0
CUST100425,user425@example.com,33.0,25.6,71.38,69201.0,37936.0,656.0,1,standard,month-to-month,mailed_check,east,0
CUST100426,user426@example.com,56.0,3.2,94.71,60268.0,21493.0,714.0,0,premium,month-to-month,credit_card,west,0
CUST100427,user427@example.com,51.0,43.5,103.01,83987.0,42962.0,620.0,3,family,one-year,bank_transfer,west,0
CUST100428,user428@example.com,43.0,19.3,85.71,59481.0,23485.0,543.0,1,premium,month-to-month,e_check,east,1
CUST100429,user429@example.com,44.0,7.1,93.75,102372.0,29795.0,671.0,0,family,one-year,mailed_check,west,0
CUST100430,user430@example.com,43.0,32.1,65.0,80711.0,15392.0,549.0,2,premium,month-to-month,bank_transfer,south,0
CUST100431,user431@example.com,55.0,1.8,91.55,62365.0,33712.0,461.0,2,basic,month-to-month,mailed_check,east,0
CUST100432,user432@example.com,18.0,39.1,77.93,68303.0,20020.0,684.0,2,premium,month-to-month,bank_transfer,south,0
CUST100433,user433@example.com,38.0,8.4,120.05,54115.0,17536.0,562.0,6,basic,month-to-month,bank_transfer,east,1
CUST100434,user434@example.com,44.0,21.4,75.7,90168.0,11863.0,720.0,2,standard,two-year,e_check,south,0
CUST100435,user435@example.com,56.0,37.0,65.33,43662.0,2470.0,669.0,0,standard,month-to-month,mailed_check,south,0
CUST100436,user436@example.com,35.0,0.7,89.21,68549.0,16085.0,707.0,2,standard,one-year,bank_transfer,north,1
CUST100437,user437@example.com,18.0,60.1,108.13,57871.0,12922.0,756.0,2,standard,month-to-month,bank_transfer,south,0
CUST100438,user438@example.com,18.0,70.0,90.38,39517.0,14387.0,707.0,0,family,month-to-month,credit_card,south,0
CUST100439,user439@example.com,42.0,16.4,80.87,63815.0,26275.0,735.0,2,premium,two-year,credit_card,west,1
CUST100440,user440@example.com,26.0,6.9,68.86,12000.0,1280.0,598.0,2,premium,one-year,mailed_check,south,1
CUST100441,user441@example.com,39.0,1.4,48.07,73234.0,29997.0,739.0,1,basic,month-to-month,credit_card,west,0
CUST100442,user442@example.com,26.0,5.8,99.6,86416.0,27110.0,693.0,2,standard,two-year,credit_card,west,0
CUST100443,user443@example.com,37.0,64.8,99.66,44842.0,7737.0,689.0,3,standard,one-year,bank_transfer,south,1
CUST100444,user444@example.com,65.0,24.8,17.34,48173.0,21513.0,732.0,1,standard,one-year,credit_card,north,0
CUST100445,user445@example.com,57.0,28.5,48.76,51574.0,29233.0,736.0,0,basic,one-year,mailed_check,west,0
CUST100446,user446@example.com,41.0,6.7,87.96,75860.0,23037.0,675.0,1,basic,month-to-month,credit_card,east,1
CUST100447,user447@example.com,38.0,15.5,57.52,85988.0,40171.0,502.0,2,premium,two-year,e_check,north,1
CUST100448,user448@example.com,31.0,27.3,83.94,81569.0,48933.0,760.0,2,family,month-to-month,mailed_check,east,0
CUST100449,user449@example.com,48.0,0.2,45.23,78935.0,45741.0,610.0,0,premium,one-year,e_check,north,0
CUST100450,user450@example.com,37.0,2.9,49.13,62918.0,18071.0,677.0,1,premium,two-year,e_check,north,1
CUST100451,user451@example.com,58.0,33.5,41.26,15017.0,797.0,704.0,3,basic,one-year,bank_transfer,east,1
CUST100452,user452@example.com,43.0,13.5,67.16,51260.0,13776.0,482.0,1,premium,month-to-month,credit_card,west,0
CUST100453,user453@example.com,43.0,7.1,69.95,73833.0,26717.0,623.0,1,premium,month-to-month,mailed_check,south,1
CUST100454,user454@example.com,22.0,22.9,39.73,73513.0,39846.0,664.0,1,premium,one-year,mailed_check,north,1
CUST100455,user455@example.com,35.0,2.8,44.2,51370.0,26443.0,850.0,1,premium,month-to-month,bank_transfer,south,0
CUST100456,user456@example.com,64.0,4.2,59.24,17905.0,9204.0,723.0,0,premium,two-year,bank_transfer,west,0
CUST100457,user457@example.com,23.0,24.9,61.35,72984.0,7937.0,577.0,0,basic,two-year,credit_card,south,1
CUST100458,user458@example.com,39.0,14.6,50.65,37716.0,16616.0,746.0,1,basic,month-to-month,bank_transfer,west,0
CUST100459,user459@example.com,39.0,30.3,84.9,37785.0,16164.0,768.0,2,basic,one-year,credit_card,south,0
CUST100460,user460@example.com,45.0,13.2,59.39,75879.0,33564.0,631.0,0,standard,month-to-month,mailed_check,south,1
CUST100461,user461@example.com,46.0,16.3,73.82,58514.0,10868.0,655.0,2,premium,one-year,mailed_check,east,1
CUST100462,user462@example.com,35.0,2.3,80.2,73311.0,36968.0,692.0,1,family,two-year,e_check,north,0
CUST100463,user463@example.com,52.0,38.2,47.52,27668.0,5614.0,692.0,1,basic,month-to-month,credit_card,north,1
CUST100464,user464@example.com,34.0,33.3,83.09,53470.0,7975.0,648.0,0,premium,month-to-month,mailed_check,north,1
CUST100465,user465@example.com,48.0,43.6,73.88,22112.0,13055.0,564.0,1,premium,one-year,mailed_check,east,0
CUST100466,user466@example.com,23.0,14.0,72.06,75703.0,38964.0,518.0,2,basic,month-to-month,mailed_check,east,1
CUST100467,user467@example.com,32.0,5.3,48.91,71516.0,21484.0,573.0,1,premium,one-year,mailed_check,east,0
CUST100468,user468@example.com,23.0,41.9,92.56,35893.0,10906.0,606.0,1,premium,two-year,mailed_check,east,0
CUST100469,user469@example.com,45.0,6.9,28.86,50359.0,5984.0,639.0,1,basic,month-to-month,credit_card,north,1
CUST100470,user470@example.com,45.0,65.2,66.37,67356.0,35038.0,707.0,3,standard,month-to-month,credit_card,east,1
CUST100471,user471@example.com,36.0,22.9,48.64,35260.0,12632.0,581.0,2,premium,month-to-month,mailed_check,east,1
CUST100472,user472@example.com,44.0,14.9,59.25,20621.0,6223.0,578.0,4,basic,month-to-month,e_check,north,1
CUST100473,user473@example.com,27.0,0.5,34.51,54241.0,19297.0,689.0,0,premium,two-year,bank_transfer,north,0
CUST100474,user474@example.com,56.0,4.8,51.93,70502.0,15135.0,587.0,1,standard,one-year,mailed_check,west,0
CUST100475,user475@example.com,52.0,11.8,41.96,35164.0,11566.0,597.0,2,basic,one-year,mailed_check,south,1
CUST100476,user476@example.com,30.0,35.6,32.24,81890.0,14129.0,639.0,1,basic,one-year,mailed_check,north,0
CUST100477,user477@example.com,27.0,14.2,82.87,63081.0,32763.0,632.0,0,standard,two-year,bank_transfer,south,0
CUST100478,user478@example.com,35.0,31.4,51.71,80963.0,11313.0,559.0,2,premium,two-year,mailed_check,north,0
CUST100479,user479@example.com,44.0,4.4,64.42,34065.0,13448.0,706.0,3,premium,month-to-month,e_check,east,1
CUST100480,user480@example.com,43.0,67.5,78.58,34907.0,13645.0,740.0,1,family,month-to-month,mailed_check,east,0
CUST100481,user481@example.com,29.0,8.2,76.65,41744.0,8706.0,614.0,2,family,one-year,e_check,south,0
CUST100482,user482@example.com,36.0,96.6,65.91,84267.0,48971.0,825.0,2,premium,one-year,bank_transfer,west,0
CUST100483,user483@example.com,45.0,20.4,52.37,56434.0,23684.0,592.0,2,premium,month-to-month,e_check,south,1
CUST100484,user484@example.com,36.0,5.9,59.73,51142.0,19219.0,651.0,2,basic,month-to-month,e_check,east,1
CUST100485,user485@example.com,43.0,23.3,74.28,82401.0,38099.0,546.0,2,basic,two-year,credit_card,south,1
CUST100486,user486@example.com,53.0,2.5,95.85,30633.0,14543.0,612.0,3,standard,month-to-month,bank_transfer,south,0
CUST100487,user487@example.com,34.0,2.0,11.45,60271.0,3119.0,797.0,1,basic,month-to-month,bank_transfer,west,0
CUST100488,user488@example.com,52.0,7.9,79.4,53050.0,17801.0,678.0,3,premium,one-year,credit_card,south,0
CUST100489,user489@example.com,41.0,3.3,39.86,87229.0,43790.0,654.0,2,premium,month-to-month,bank_transfer,south,0
CUST100490,user490@example.com,40.0,11.1,56.66,73974.0,7003.0,583.0,2,family,two-year,credit_card,east,0
CUST100491,user491@example.com,25.0,27.9,64.18,45219.0,15446.0,538.0,1,family,two-year,e_check,south,0
CUST100492,user492@example.com,51.0,17.0,66.78,89183.0,45937.0,749.0,0,standard,month-to-month,bank_transfer,west,1
CUST100493,user493@example.com,65.0,19.3,53.79,58689.0,26817.0,682.0,4,family,one-year,credit_card,west,1
CUST100494,user494@example.com,29.0,2.6,98.28,66661.0,19800.0,584.0,3,family,month-to-month,bank_transfer,north,1
CUST100495,user495@example.com,30.0,41.4,83.7,62985.0,11338.0,578.0,2,premium,one-year,mailed_check,east,0
CUST100496,user496@example.com,60.0,111.7,58.12,89184.0,7611.0,694.0,4,premium,month-to-month,mailed_check,west,1
CUST100497,user497@example.com,50.0,23.2,108.97,12000.0,6010.0,731.0,3,family,one-year,bank_transfer,north,0
CUST100498,user498@example.com,34.0,43.6,51.72,65762.0,38494.0,534.0,2,standard,one-year,credit_card,west,0
CUST100499,user499@example.com,62.0,17.3,50.09,100374.0,36949.0,646.0,2,basic,one-year,bank_transfer,west,0
CUST100500,user500@example.com,36.0,43.2,72.04,29755.0,16391.0,669.0,2,premium,two-year,mailed_check,west,0
CUST100501,user501@example.com,42.0,20.4,54.94,35500.0,11404.0,659.0,1,premium,month-to-month,mailed_check,east,0
CUST100502,user502@example.com,46.0,21.7,79.35,59747.0,10067.0,640.0,1,premium,month-to-month,bank_transfer,east,1
CUST100503,user503@example.com,51.0,18.3,61.96,80216.0,5769.0,534.0,6,premium,month-to-month,bank_transfer,east,0
CUST100504,user504@example.com,47.0,63.3,77.68,61783.0,27189.0,656.0,1,family,one-year,bank_transfer,west,0
CUST100505,user505@example.com,67.0,2.7,46.97,50715.0,16436.0,713.0,1,premium,month-to-month,e_check,east,0
CUST100506,user506@example.com,58.0,10.5,114.54,54807.0,29455.0,537.0,1,standard,month-to-month,mailed_check,west,0
CUST100507,user507@example.com,61.0,26.4,56.9,47732.0,7513.0,663.0,4,premium,month-to-month,e_check,east,1
CUST100508,user508@example.com,34.0,1.9,105.17,45751.0,24383.0,684.0,2,premium,two-year,mailed_check,west,1
CUST100509,user509@example.com,46.0,28.7,35.6,27812.0,13484.0,561.0,1,basic,month-to-month,bank_transfer,south,1
CUST100510,user510@example.com,62.0,60.5,114.29,97510.0,55676.0,601.0,0,premium,month-to-month,bank_transfer,north,0
CUST100511,user511@example.com,37.0,1.3,66.19,58560.0,29508.0,581.0,2,standard,one-year,mailed_check,north,0
CUST100512,user512@example.com,37.0,1.1,63.44,34767.0,9422.0,653.0,4,premium,month-to-month,e_check,east,1
CUST100513,user513@example.com,53.0,95.3,10.0,77501.0,37494.0,562.0,2,premium,month-to-month,mailed_check,south,0
CUST100514,user514@example.com,48.0,9.7,36.17,12000.0,4849.0,514.0,1,premium,month-to-month,bank_transfer,west,0
CUST100515,user515@example.com,42.0,39.5,45.15,29196.0,16301.0,685.0,2,premium,month-to-month,mailed_check,north,0
CUST100516,user516@example.com,45.0,14.8,41.18,61030.0,29009.0,734.0,2,premium,month-to-month,credit_card,south,1
CUST100517,user517@example.com,20.0,10.2,84.65,54059.0,16337.0,625.0,2,family,month-to-month,credit_card,west,1
CUST100518,user518@example.com,38.0,28.3,57.98,66350.0,37325.0,493.0,2,premium,two-year,e_check,north,1
CUST100519,user519@example.com,32.0,19.5,68.95,36744.0,12479.0,556.0,1,family,month-to-month,bank_transfer,west,0
CUST100520,user520@example.com,61.0,11.4,73.86,46370.0,8975.0,609.0,1,standard,two-year,credit_card,east,0
CUST100521,user521@example.com,40.0,19.9,10.0,51046.0,3443.0,664.0,1,family,month-to-month,bank_transfer,west,0
CUST100522,user522@example.com,43.0,12.7,61.39,38590.0,9888.0,587.0,0,premium,month-to-month,mailed_check,north,0
CUST100523,user523@example.com,55.0,46.0,120.34,32611.0,18450.0,668.0,0,standard,month-to-month,credit_card,west,0
CUST100524,user524@example.com,61.0,21.1,95.56,86200.0,43890.0,580.0,1,premium,month-to-month,credit_card,north,1
CUST100525,user525@example.com,45.0,14.6,80.6,33968.0,11404.0,743.0,5,family,month-to-month,e_check,north,1
CUST100526,user526@example.com,32.0,10.3,72.2,49804.0,4081.0,527.0,1,premium,one-year,credit_card,south,0
CUST100527,user527@example.com,35.0,14.0,104.38,35602.0,14302.0,631.0,2,premium,one-year,bank_transfer,south,0
CUST100528,user528@example.com,46.0,25.3,83.62,42693.0,22527.0,602.0,0,family,two-year,credit_card,south,0
CUST100529,user529@example.com,46.0,42.1,64.9,25986.0,3981.0,663.0,2,standard,two-year,bank_transfer,south,0
CUST100530,user530@example.com,32.0,19.0,77.84,29173.0,8022.0,541.0,3,family,two-year,e_check,east,0
CUST100531,user531@example.com,18.0,6.1,89.16,47682.0,27406.0,659.0,4,basic,month-to-month,e_check,east,0
CUST100532,user532@example.com,23.0,19.2,100.36,48282.0,13891.0,605.0,2,family,month-to-month,credit_card,south,0
CUST100533,user533@example.com,28.0,24.1,33.79,60283.0,29181.0,665.0,1,premium,month-to-month,e_check,east,0
CUST100534,user534@example.com,39.0,37.5,72.15,96899.0,14543.0,603.0,1,family,month-to-month,mailed_check,west,0
CUST100535,user535@example.com,38.0,70.6,93.18,59371.0,19577.0,739.0,1,standard,two-year,mailed_check,south,0
CUST100536,user536@example.com,22.0,9.7,54.33,44792.0,9247.0,648.0,2,family,one-year,mailed_check,south,1
CUST100537,user537@example.com,39.0,4.4,64.07,12000.0,2065.0,621.0,0,premium,two-year,mailed_check,east,0
CUST100538,user538@example.com,62.0,11.1,109.99,28834.0,14423.0,625.0,4,family,month-to-month,mailed_check,west,1
CUST100539,user539@example.com,46.0,2.9,74.79,90152.0,54064.0,627.0,3,basic,month-to-month,e_check,east,1
CUST100540,user540@example.com,66.0,62.0,50.19,69355.0,23249.0,699.0,0,premium,month-to-month,bank_transfer,west,0
CUST100541,user541@example.com,42.0,9.5,33.32,61234.0,15780.0,654.0,0,premium,month-to-month,mailed_check,north,1
CUST100542,user542@example.com,42.0,73.9,66.14,65918.0,33485.0,627.0,0,premium,one-year,bank_transfer,north,0
CUST100543,user543@example.com,45.0,34.7,54.25,31491.0,11073.0,708.0,2,family,two-year,e_check,west,0
CUST100544,user544@example.com,64.0,14.1,100.48,61862.0,20229.0,817.0,2,standard,month-to-month,mailed_check,south,0
CUST100545,user545@example.com,61.0,68.7,50.51,50174.0,6931.0,596.0,0,premium,one-year,credit_card,south,0
CUST100546,user546@example.com,51.0,6.1,91.35,77179.0,22788.0,669.0,0,premium,month-to-month,bank_transfer,north,1
CUST100547,user547@example.com,47.0,12.0,68.45,51864.0,26069.0,585.0,0,premium,month-to-month,credit_card,west,1
CUST100548,user548@example.com,32.0,6.7,57.56,38702.0,10787.0,691.0,0,standard,month-to-month,mailed_check,east,0
CUST100549,user549@example.com,26.0,44.9,61.76,61041.0,8984.0,753.0,1,premium,two-year,credit_card,south,0
CUST100550,user550@example.com,37.0,40.9,100.38,45953.0,3844.0,539.0,2,premium,month-to-month,e_check,north,1
CUST100551,user551@example.com,60.0,18.9,88.76,66620.0,31084.0,676.0,2,family,month-to-month,bank_transfer,south,1
CUST100552,user552@example.com,63.0,14.3,74.6,55341.0,21227.0,516.0,0,standard,month-to-month,mailed_check,east,1
CUST100553,user553@example.com,23.0,35.3,53.88,74520.0,16251.0,603.0,3,premium,month-to-month,bank_transfer,west,0
CUST100554,user554@example.com,58.0,1.3,87.54,36074.0,9527.0,642.0,3,standard,month-to-month,bank_transfer,east,1
CUST100555,user555@example.com,64.0,33.0,72.11,86112.0,19974.0,698.0,2,premium,month-to-month,e_check,south,1
CUST100556,user556@example.com,57.0,10.0,58.66,62851.0,13506.0,564.0,1,premium,month-to-month,mailed_check,east,0
CUST100557,user557@example.com,37.0,3.7,46.18,55516.0,3832.0,552.0,5,premium,one-year,bank_transfer,north,1
CUST100558,user558@example.com,52.0,24.1,54.97,74898.0,22174.0,590.0,1,standard,two-year,e_check,east,0
CUST100559,user559@example.com,23.0,26.4,42.33,68909.0,36034.0,663.0,1,premium,one-year,mailed_check,west,0
CUST100560,user560@example.com,25.0,12.1,48.65,67962.0,39976.0,531.0,1,premium,one-year,mailed_check,south,1
CUST100561,user561@example.com,72.0,14.4,136.76,63998.0,6936.0,842.0,0,standard,one-year,credit_card,east,0
CUST100562,user562@example.com,37.0,14.4,23.43,69268.0,10099.0,593.0,1,standard,month-to-month,credit_card,west,1
CUST100563,user563@example.com,28.0,39.6,91.49,50075.0,14186.0,579.0,2,premium,month-to-month,credit_card,south,0
CUST100564,user564@example.com,38.0,92.4,81.74,66770.0,8311.0,543.0,1,family,month-to-month,e_check,north,0
CUST100565,user565@example.com,64.0,82.6,29.86,44246.0,17351.0,690.0,1,premium,one-year,mailed_check,east,0
CUST100566,user566@example.com,56.0,8.1,90.11,39221.0,16970.0,606.0,2,premium,two-year,credit_card,east,1
CUST100567,user567@example.com,34.0,3.3,121.62,44846.0,19489.0,694.0,2,premium,month-to-month,credit_card,east,1
CUST100568,user568@example.com,41.0,2.4,69.41,20454.0,11512.0,677.0,0,premium,two-year,e_check,east,0
CUST100569,user569@example.com,48.0,24.5,92.93,30303.0,4138.0,801.0,0,premium,two-year,mailed_check,east,0
CUST100570,user570@example.com,50.0,5.3,66.07,48457.0,23317.0,554.0,3,basic,one-year,credit_card,north,1
CUST100571,user571@example.com,48.0,45.3,80.17,22756.0,8887.0,645.0,1,standard,two-year,bank_transfer,west,0
CUST100572,user572@example.com,31.0,24.4,22.9,47103.0,21746.0,629.0,2,family,month-to-month,bank_transfer,east,0
CUST100573,user573@example.com,39.0,12.7,69.97,71650.0,14416.0,485.0,1,standard,month-to-month,credit_card,south,1
CUST100574,user574@example.com,29.0,6.0,70.22,48443.0,7441.0,685.0,0,premium,month-to-month,bank_transfer,north,1
CUST100575,user575@example.com,54.0,16.1,58.9,47127.0,18820.0,625.0,1,family,two-year,credit_card,south,0
CUST100576,user576@example.com,41.0,7.8,106.49,51589.0,10478.0,708.0,1,premium,month-to-month,credit_card,west,0
CUST100577,user577@example.com,46.0,9.2,68.69,12000.0,6303.0,662.0,1,premium,two-year,mailed_check,north,1
CUST100578,user578@example.com,34.0,34.5,66.06,57053.0,34215.0,644.0,3,premium,one-year,credit_card,north,0
CUST100579,user579@example.com,50.0,2.1,60.67,68899.0,35650.0,755.0,0,premium,two-year,e_check,west,1
CUST100580,user580@example.com,50.0,8.2,59.06,73703.0,33344.0,590.0,0,premium,month-to-month,mailed_check,west,1
CUST100581,user581@example.com,25.0,18.7,66.31,45120.0,24682.0,714.0,3,standard,month-to-month,mailed_check,south,1
CUST100582,user582@example.com,52.0,55.3,62.76,84262.0,44933.0,677.0,1,premium,month-to-month,e_check,north,0
CUST100583,user583@example.com,28.0,46.8,80.94,59774.0,27816.0,779.0,1,premium,one-year,e_check,south,0
CUST100584,user584@example.com,34.0,21.4,83.78,74556.0,26603.0,630.0,3,premium,month-to-month,bank_transfer,south,1
CUST100585,user585@example.com,53.0,6.1,106.39,48352.0,26949.0,829.0,2,premium,month-to-month,credit_card,east,1
CUST100586,user586@example.com,34.0,8.8,58.85,83840.0,16579.0,613.0,3,premium,one-year,mailed_check,east,1
CUST100587,user587@example.com,44.0,12.6,44.95,44949.0,14520.0,684.0,0,standard,month-to-month,bank_transfer,east,1
CUST100588,user588@example.com,41.0,20.9,74.0,62085.0,11722.0,601.0,0,premium,two-year,mailed_check,east,1
CUST100589,user589@example.com,25.0,26.1,74.62,55397.0,15036.0,716.0,0,premium,month-to-month,e_check,north,1
CUST100590,user590@example.com,59.0,15.0,93.47,29974.0,14039.0,607.0,4,premium,month-to-month,mailed_check,north,1
CUST100591,user591@example.com,59.0,75.0,35.38,85855.0,24706.0,850.0,0,basic,month-to-month,e_check,west,0
CUST100592,user592@example.com,48.0,6.2,68.1,48154.0,4800.0,665.0,2,premium,two-year,bank_transfer,east,0
CUST100593,user593@example.com,39.0,18.7,98.85,30686.0,3760.0,643.0,4,premium,month-to-month,mailed_check,south,1
CUST100594,user594@example.com,43.0,30.2,92.16,38217.0,5749.0,575.0,1,standard,one-year,mailed_check,north,0
CUST100595,user595@example.com,58.0,3.0,99.46,70887.0,16462.0,489.0,0,premium,two-year,e_check,west,0
CUST100596,user596@example.com,36.0,38.7,61.1,87372.0,14716.0,676.0,0,standard,one-year,bank_transfer,west,1
CUST100597,user597@example.com,37.0,31.5,14.85,37031.0,12453.0,564.0,1,premium,month-to-month,e_check,south,0
CUST100598,user598@example.com,40.0,24.5,76.2,63904.0,12850.0,708.0,3,premium,month-to-month,mailed_check,west,1
CUST100599,user599@example.com,18.0,33.5,81.67,45016.0,12556.0,435.0,0,family,two-year,mailed_check,south,1
CUST100600,user600@example.com,51.0,25.7,53.44,12000.0,4238.0,563.0,1,basic,one-year,credit_card,north,0
CUST100601,user601@example.com,45.0,24.5,78.86,69139.0,38915.0,656.0,0,standard,month-to-month,mailed_check,west,1
CUST100602,user602@example.com,52.0,7.5,72.88,34125.0,11849.0,761.0,1,premium,one-year,e_check,south,0
CUST100603,user603@example.com,37.0,1.7,33.06,68824.0,25269.0,643.0,1,premium,month-to-month,credit_card,south,0
CUST100604,user604@example.com,25.0,15.0,95.78,66023.0,22635.0,663.0,2,family,two-year,bank_transfer,east,0
CUST100605,user605@example.com,44.0,13.9,32.19,46153.0,21768.0,559.0,1,premium,one-year,mailed_check,west,0
CUST100606,user606@example.com,28.0,9.4,87.67,62400.0,7837.0,648.0,1,premium,one-year,mailed_check,north,1
CUST100607,user607@example.com,49.0,32.0,47.6,72020.0,39898.0,616.0,1,standard,one-year,bank_transfer,west,0
CUST100608,user608@example.com,50.0,13.8,74.43,20858.0,2208.0,781.0,1,standard,month-to-month,e_check,west,1
CUST100609,user609@example.com,68.0,2.9,72.39,61256.0,18303.0,486.0,0,premium,two-year,mailed_check,south,0
CUST100610,user610@example.com,59.0,70.1,72.31,64662.0,27887.0,708.0,0,standard,two-year,credit_card,west,0
CUST100611,user611@example.com,46.0,7.3,97.13,50684.0,15923.0,592.0,4,premium,one-year,e_check,west,1
CUST100612,user612@example.com,39.0,43.8,91.12,86639.0,5635.0,633.0,1,premium,month-to-month,credit_card,south,0
CUST100613,user613@example.com,53.0,11.0,50.55,59344.0,20596.0,633.0,2,premium,month-to-month,bank_transfer,east,0
CUST100614,user614@example.com,46.0,7.7,71.32,99530.0,33413.0,609.0,0,standard,month-to-month,e_check,west,0
CUST100615,user615@example.com,37.0,28.4,85.01,84408.0,27476.0,562.0,1,family,month-to-month,mailed_check,north,1
CUST100616,user616@example.com,18.0,5.4,83.56,91807.0,8272.0,525.0,4,premium,two-year,mailed_check,south,0
CUST100617,user617@example.com,70.0,4.2,83.46,70227.0,19326.0,848.0,1,family,one-year,credit_card,east,0
CUST100618,user618@example.com,55.0,17.3,71.51,78435.0,4620.0,637.0,2,premium,month-to-month,bank_transfer,east,0
CUST100619,user619@example.com,50.0,4.1,91.52,50165.0,7620.0,567.0,0,standard,month-to-month,credit_card,east,1
CUST100620,user620@example.com,43.0,2.0,89.5,97408.0,36761.0,706.0,2,standard,month-to-month,mailed_check,west,1
CUST100621,user621@example.com,65.0,35.6,78.88,33395.0,6383.0,719.0,0,premium,month-to-month,mailed_check,north,1
CUST100622,user622@example.com,53.0,13.4,64.71,91619.0,9285.0,652.0,1,premium,one-year,credit_card,north,0
CUST100623,user623@example.com,26.0,28.7,111.27,52281.0,17557.0,568.0,1,family,two-year,e_check,west,1
CUST100624,user624@example.com,39.0,14.5,62.32,28113.0,5514.0,725.0,2,standard,month-to-month,e_check,west,0
CUST100625,user625@example.com,51.0,96.8,47.9,67655.0,15774.0,583.0,1,standard,month-to-month,credit_card,south,0
CUST100626,user626@example.com,57.0,10.8,62.39,53722.0,4535.0,577.0,2,premium,one-year,bank_transfer,south,0
CUST100627,user627@example.com,39.0,39.0,74.26,68174.0,21555.0,563.0,2,standard,month-to-month,e_check,west,1
CUST100628,user628@example.com,61.0,5.4,62.32,94599.0,39750.0,562.0,0,family,one-year,e_check,east,0
CUST100629,user629@example.com,26.0,2.6,49.16,32179.0,7220.0,708.0,0,standard,month-to-month,bank_transfer,south,0
CUST100630,user630@example.com,39.0,41.7,67.23,86478.0,26053.0,607.0,0,premium,two-year,mailed_check,north,0
CUST100631,user631@example.com,40.0,7.4,98.07,70543.0,13000.0,844.0,4,basic,month-to-month,credit_card,north,1
CUST100632,user632@example.com,54.0,30.6,35.98,72596.0,25089.0,670.0,1,basic,month-to-month,bank_transfer,north,0
CUST100633,user633@example.com,58.0,46.0,73.62,19644.0,4237.0,661.0,1,premium,month-to-month,credit_card,east,0
CUST100634,user634@example.com,58.0,24.6,41.86,65754.0,32781.0,670.0,0,family,month-to-month,e_check,west,1
CUST100635,user635@example.com,26.0,6.0,42.38,77775.0,13426.0,603.0,0,premium,one-year,credit_card,west,0
CUST100636,user636@example.com,44.0,18.8,28.45,96028.0,34691.0,717.0,2,family,month-to-month,bank_transfer,north,0
CUST100637,user637@example.com,24.0,0.3,70.04,24380.0,4126.0,581.0,4,basic,one-year,bank_transfer,east,1
CUST100638,user638@example.com,43.0,10.8,26.04,49254.0,3461.0,611.0,1,family,two-year,bank_transfer,north,0
CUST100639,user639@example.com,62.0,68.7,73.26,111026.0,58342.0,720.0,2,premium,two-year,e_check,north,0
CUST100640,user640@example.com,67.0,12.4,66.37,13962.0,6152.0,759.0,0,standard,month-to-month,credit_card,south,1
CUST100641,user641@example.com,48.0,24.7,81.15,79005.0,6366.0,816.0,1,standard,month-to-month,e_check,west,1
CUST100642,user642@example.com,46.0,64.2,16.56,61542.0,5309.0,614.0,0,standard,month-to-month,mailed_check,east,0
CUST100643,user643@example.com,40.0,26.6,27.38,42648.0,25238.0,694.0,2,family,month-to-month,e_check,east,1
CUST100644,user644@example.com,42.0,27.0,59.72,48028.0,21467.0,505.0,2,family,one-year,credit_card,south,1
CUST100645,user645@example.com,60.0,1.4,69.31,106958.0,10188.0,776.0,0,basic,month-to-month,credit_card,north,0
CUST100646,user646@example.com,32.0,19.7,94.45,73609.0,10670.0,637.0,2,standard,month-to-month,bank_transfer,south,1
CUST100647,user647@example.com,39.0,41.1,65.68,53122.0,16831.0,707.0,3,premium,month-to-month,mailed_check,west,1
CUST100648,user648@example.com,43.0,4.9,49.29,40435.0,10985.0,701.0,3,family,one-year,bank_transfer,south,0
CUST100649,user649@example.com,34.0,46.6,98.2,74225.0,39398.0,688.0,0,standard,month-to-month,mailed_check,north,0
CUST100650,user650@example.com,48.0,46.1,54.08,49905.0,20491.0,599.0,0,family,one-year,mailed_check,east,0
CUST100651,user651@example.com,61.0,32.2,32.39,38186.0,22540.0,591.0,0,standard,two-year,bank_transfer,east,0
CUST100652,user652@example.com,50.0,51.8,78.18,51721.0,10506.0,723.0,0,premium,month-to-month,mailed_check,north,0
CUST100653,user653@example.com,34.0,6.0,70.28,64859.0,13437.0,609.0,0,standard,two-year,mailed_check,south,0
CUST100654,user654@example.com,33.0,1.7,91.21,52437.0,21705.0,594.0,0,premium,month-to-month,e_check,west,0
CUST100655,user655@example.com,27.0,14.3,43.65,91935.0,49723.0,641.0,1,basic,two-year,credit_card,east,0
CUST100656,user656@example.com,41.0,1.1,71.11,72334.0,38260.0,639.0,1,family,one-year,e_check,north,1
CUST100657,user657@example.com,32.0,24.6,52.96,50009.0,16575.0,616.0,4,premium,month-to-month,credit_card,south,1
CUST100658,user658@example.com,45.0,21.0,76.18,71969.0,17842.0,638.0,1,standard,two-year,credit_card,east,1
