customer_id,email,age,tenure_months,monthly_charges,annual_income,outstanding_debt,credit_score,support_tickets_90d,plan,contract_type,payment_method,region,churned,last_invoice_status
CUST101561,user1561@example.com,44.0,3.7,39.42,32505.0,9881.0,683.0,1,standard,month-to-month,bank_transfer,east,0,paid
CUST101562,user1562@example.com,32.0,46.6,90.45,69642.0,40443.0,772.0,2,basic,one-year,e_check,south,1,overdue
CUST101563,user1563@example.com,28.0,61.0,83.98,77177.0,17706.0,622.0,0,basic,month-to-month,bank_transfer,north,0,paid
CUST101564,user1564@example.com,31.0,33.0,75.81,66601.0,8829.0,629.0,1,basic,month-to-month,bank_transfer,north,1,overdue
CUST101565,user1565@example.com,34.0,22.3,124.79,42025.0,24125.0,547.0,0,standard,month-to-month,e_check,west,1,overdue
CUST101566,user1566@example.com,28.0,28.9,85.87,40199.0,19910.0,607.0,1,premium,one-year,bank_transfer,south,1,unpaid
CUST101567,user1567@example.com,44.0,18.2,53.88,41350.0,7459.0,707.0,3,basic,month-to-month,e_check,south,0,paid
CUST101568,user1568@example.com,51.0,10.5,82.98,72808.0,37969.0,776.0,3,basic,one-year,credit_card,north,0,paid
CUST101569,user1569@example.com,23.0,2.5,62.85,38499.0,7267.0,627.0,2,premium,two-year,credit_card,east,1,overdue
CUST101570,user1570@example.com,42.0,31.2,101.67,72681.0,36711.0,586.0,0,basic,one-year,e_check,south,1,overdue
CUST101571,user1571@example.com,39.0,25.3,77.02,67738.0,26805.0,656.0,4,standard,one-year,e_check,south,0,paid
CUST101572,user1572@example.com,46.0,6.3,79.5,79755.0,25156.0,521.0,1,standard,two-year,bank_transfer,south,0,paid
CUST101573,user1573@example.com,42.0,16.8,33.94,76263.0,42741.0,749.0,2,standard,two-year,e_check,south,0,paid
CUST101574,user1574@example.com,25.0,0.3,71.53,65853.0,32607.0,,2,premium,month-to-month,mailed_check,east,0,paid
CUST101575,user1575@example.com,27.0,15.2,68.59,25626.0,3113.0,675.0,1,family,month-to-month,e_check,east,1,overdue
CUST101576,user1576@example.com,42.0,10.3,44.39,67203.0,29439.0,674.0,0,basic,month-to-month,mailed_check,north,1,unpaid
CUST101577,user1577@example.com,54.0,1.3,64.46,57309.0,27751.0,700.0,3,basic,month-to-month,mailed_check,north,1,overdue
CUST101578,user1578@example.com,18.0,0.2,80.89,47535.0,16524.0,670.0,2,standard,month-to-month,e_check,west,1,overdue
CUST101579,user1579@example.com,46.0,8.3,69.89,82244.0,16600.0,650.0,0,standard,two-year,credit_card,north,0,paid
CUST101580,user1580@example.com,56.0,47.5,34.7,51973.0,9301.0,684.0,2,standard,one-year,bank_transfer,north,1,overdue
CUST101581,user1581@example.com,40.0,69.5,63.17,44411.0,26015.0,717.0,4,premium,month-to-month,e_check,west,1,overdue
CUST101582,user1582@example.com,49.0,96.4,58.3,77481.0,22488.0,794.0,2,standard,month-to-month,bank_transfer,west,1,overdue
CUST101583,user1583@example.com,34.0,31.1,74.84,46898.0,15727.0,562.0,1,standard,one-year,bank_transfer,south,0,paid
CUST101584,user1584@example.com,41.0,28.5,72.14,43410.0,16452.0,503.0,2,basic,month-to-month,bank_transfer,north,0,paid
CUST101585,user1585@example.com,23.0,5.6,59.71,32457.0,3419.0,526.0,1,premium,month-to-month,credit_card,west,0,paid
CUST101586,user1586@example.com,18.0,1.3,58.73,38596.0,3656.0,505.0,2,standard,two-year,credit_card,west,0,paid
CUST101587,user1587@example.com,53.0,45.8,71.68,40312.0,6409.0,554.0,1,basic,two-year,e_check,west,0,paid
CUST101588,user1588@example.com,30.0,103.6,94.07,67421.0,5794.0,544.0,2,standard,month-to-month,mailed_check,west,0,paid
CUST101589,user1589@example.com,37.0,13.7,76.97,34619.0,18838.0,617.0,1,basic,one-year,e_check,north,0,paid
CUST101590,user1590@example.com,25.0,12.3,105.58,17843.0,2345.0,718.0,2,standard,month-to-month,e_check,west,1,overdue
CUST101591,user1591@example.com,25.0,10.9,98.33,61065.0,10663.0,700.0,0,basic,two-year,mailed_check,south,0,paid
CUST101592,user1592@example.com,40.0,5.4,107.42,,14623.0,600.0,5,standard,month-to-month,e_check,south,1,unpaid
CUST101593,user1593@example.com,33.0,19.3,104.22,54675.0,29684.0,607.0,0,basic,month-to-month,credit_card,east,0,paid
CUST101594,user1594@example.com,47.0,51.6,109.07,80648.0,6207.0,811.0,2,basic,month-to-month,bank_transfer,west,0,paid
CUST101595,user1595@example.com,47.0,9.9,41.17,56431.0,9525.0,698.0,0,standard,month-to-month,credit_card,west,1,overdue
CUST101596,user1596@example.com,46.0,0.5,86.19,85192.0,37872.0,664.0,1,premium,month-to-month,bank_transfer,south,1,overdue
CUST101597,user1597@example.com,45.0,31.5,100.46,53637.0,17998.0,660.0,2,standard,month-to-month,e_check,west,1,overdue
CUST101598,user1598@example.com,61.0,31.4,104.98,75139.0,28326.0,627.0,0,basic,one-year,bank_transfer,south,1,overdue
CUST101599,user1599@example.com,29.0,57.6,50.73,44051.0,2613.0,810.0,1,standard,one-year,mailed_check,north,0,paid
CUST101600,user1600@example.com,41.0,77.6,86.43,57154.0,30105.0,635.0,0,standard,month-to-month,mailed_check,west,0,overdue
CUST101601,user1601@example.com,56.0,44.8,71.88,36341.0,13385.0,662.0,3,standard,month-to-month,e_check,east,1,overdue
CUST101602,user1602@example.com,57.0,10.6,116.18,38716.0,19703.0,518.0,0,basic,month-to-month,bank_transfer,north,1,overdue
CUST101603,user1603@example.com,25.0,8.0,35.32,50507.0,29297.0,599.0,1,standard,month-to-month,bank_transfer,south,1,unpaid
CUST101604,user1604@example.com,38.0,7.4,50.77,28429.0,12870.0,606.0,0,basic,month-to-month,credit_card,north,1,overdue
CUST101605,user1605@example.com,58.0,4.4,24.73,58187.0,3902.0,689.0,1,basic,one-year,e_check,south,1,unpaid
CUST101606,user1606@example.com,48.0,12.9,73.62,48945.0,21601.0,588.0,1,premium,one-year,bank_transfer,east,1,overdue
CUST101607,user1607@example.com,44.0,43.2,126.6,59692.0,21484.0,654.0,1,basic,two-year,e_check,north,0,paid
CUST101608,user1608@example.com,39.0,18.1,68.89,28736.0,3073.0,601.0,1,premium,two-year,e_check,south,1,overdue
CUST101609,user1609@example.com,37.0,4.4,72.53,69035.0,13720.0,562.0,0,standard,month-to-month,e_check,west,0,paid
CUST101610,user1610@example.com,45.0,0.3,83.76,88952.0,12708.0,559.0,1,basic,one-year,e_check,south,0,paid
CUST101611,user1611@example.com,39.0,5.7,67.09,84731.0,47336.0,636.0,2,standard,one-year,mailed_check,east,0,paid
CUST101612,user1612@example.com,41.0,31.7,79.15,93078.0,45367.0,,3,basic,two-year,credit_card,south,1,unpaid
CUST101613,user1613@example.com,43.0,14.3,79.81,55849.0,24320.0,635.0,1,premium,month-to-month,mailed_check,east,1,overdue
CUST101614,user1614@example.com,34.0,6.4,48.86,47953.0,22530.0,583.0,0,basic,month-to-month,e_check,north,0,paid
CUST101615,user1615@example.com,48.0,2.8,67.65,64752.0,24650.0,639.0,1,standard,month-to-month,credit_card,west,1,overdue
CUST101616,user1616@example.com,77.0,1.2,88.55,50236.0,26142.0,624.0,0,premium,month-to-month,credit_card,south,1,overdue
CUST101617,user1617@example.com,21.0,55.3,93.21,20191.0,3548.0,567.0,1,basic,one-year,e_check,north,1,unpaid
CUST101618,user1618@example.com,46.0,6.7,102.46,71386.0,13405.0,657.0,1,premium,two-year,e_check,north,0,paid
CUST101619,user1619@example.com,33.0,3.2,78.39,50312.0,18890.0,795.0,3,standard,month-to-month,e_check,east,1,overdue
CUST101620,user1620@example.com,49.0,34.5,78.89,25653.0,12713.0,638.0,2,family,month-to-month,credit_card,east,0,paid
CUST101621,user1621@example.com,43.0,12.6,88.75,,22851.0,533.0,1,standard,month-to-month,credit_card,south,1,overdue
CUST101622,user1622@example.com,51.0,44.3,55.13,50767.0,29797.0,767.0,1,basic,month-to-month,e_check,north,1,overdue
CUST101623,user1623@example.com,56.0,3.4,54.11,55237.0,25920.0,751.0,3,premium,month-to-month,mailed_check,south,1,unpaid
CUST101624,user1624@example.com,44.0,50.9,66.88,55477.0,9875.0,765.0,1,standard,month-to-month,e_check,east,0,paid
CUST101625,user1625@example.com,56.0,2.3,38.12,82380.0,14570.0,647.0,3,premium,month-to-month,mailed_check,west,1,overdue
CUST101626,user1626@example.com,18.0,3.3,80.17,29229.0,8625.0,587.0,2,standard,one-year,mailed_check,north,0,paid
CUST101627,user1627@example.com,61.0,0.0,96.23,51957.0,21177.0,579.0,0,standard,month-to-month,credit_card,south,1,overdue
CUST101628,user1628@example.com,47.0,26.6,52.25,37421.0,12429.0,741.0,1,family,month-to-month,bank_transfer,west,0,paid
CUST101629,user1629@example.com,55.0,5.2,80.88,80123.0,6980.0,,2,standard,one-year,mailed_check,west,1,overdue
CUST101630,user1630@example.com,27.0,94.7,54.27,43771.0,13790.0,576.0,1,premium,one-year,e_check,south,1,overdue
CUST101631,user1631@example.com,32.0,2.5,44.59,48123.0,24033.0,448.0,1,family,month-to-month,credit_card,south,0,paid
CUST101632,user1632@example.com,44.0,19.6,121.39,75994.0,13844.0,649.0,1,premium,one-year,credit_card,south,0,paid
CUST101633,user1633@example.com,42.0,56.2,44.94,81495.0,32539.0,578.0,3,premium,month-to-month,bank_transfer,east,1,overdue
CUST101634,user1634@example.com,45.0,4.1,38.02,84452.0,16751.0,593.0,1,basic,month-to-month,bank_transfer,west,0,paid
CUST101635,user1635@example.com,55.0,7.9,75.37,22138.0,7873.0,631.0,1,basic,two-year,credit_card,south,1,overdue
CUST101636,user1636@example.com,21.0,37.8,76.71,64658.0,28161.0,683.0,3,premium,two-year,credit_card,south,1,overdue
CUST101637,user1637@example.com,54.0,60.7,86.68,60402.0,9904.0,588.0,0,family,month-to-month,credit_card,north,1,overdue
CUST101638,user1638@example.com,42.0,16.1,120.03,53975.0,24653.0,661.0,3,standard,month-to-month,mailed_check,south,0,paid
CUST101639,user1639@example.com,40.0,12.5,50.57,56331.0,23777.0,640.0,0,premium,month-to-month,credit_card,east,0,paid
CUST101640,user1640@example.com,24.0,27.9,55.54,80715.0,17920.0,466.0,2,basic,one-year,mailed_check,east,1,overdue
CUST101641,user1641@example.com,48.0,18.2,110.22,75772.0,41086.0,694.0,0,basic,month-to-month,mailed_check,east,0,paid
CUST101642,user1642@example.com,18.0,4.9,93.48,72938.0,34958.0,614.0,1,basic,month-to-month,bank_transfer,south,1,overdue
CUST101643,user1643@example.com,50.0,46.9,90.0,59138.0,19907.0,549.0,0,basic,month-to-month,mailed_check,north,0,paid
CUST101644,user1644@example.com,24.0,1.6,55.25,100412.0,9587.0,592.0,3,basic,two-year,e_check,south,0,paid
CUST101645,user1645@example.com,43.0,5.4,98.15,46988.0,13736.0,,1,basic,month-to-month,e_check,south,1,overdue
CUST101646,user1646@example.com,41.0,26.0,90.08,22681.0,5249.0,654.0,1,standard,two-year,mailed_check,north,0,paid
CUST101647,user1647@example.com,56.0,16.1,74.74,49695.0,9658.0,702.0,3,standard,month-to-month,bank_transfer,west,1,unpaid
CUST101648,user1648@example.com,40.0,16.8,55.38,56155.0,22685.0,685.0,1,standard,month-to-month,bank_transfer,south,1,overdue
CUST101649,user1649@example.com,34.0,3.3,72.67,81064.0,45149.0,556.0,3,basic,two-year,mailed_check,south,1,overdue
CUST101650,user1650@example.com,36.0,48.8,111.21,44780.0,5849.0,414.0,3,standard,month-to-month,e_check,east,1,overdue
CUST101651,user1651@example.com,57.0,6.8,42.65,64825.0,29683.0,660.0,0,basic,one-year,bank_transfer,east,0,paid
CUST101652,user1652@example.com,48.0,27.7,50.01,25455.0,9977.0,700.0,0,standard,month-to-month,mailed_check,west,1,unpaid
CUST101653,user1653@example.com,37.0,0.5,54.3,76628.0,31944.0,634.0,0,basic,month-to-month,mailed_check,south,0,paid
CUST101654,user1654@example.com,39.0,16.5,59.73,56366.0,29020.0,703.0,0,premium,one-year,credit_card,east,0,paid
CUST101655,user1655@example.com,23.0,19.1,69.61,49389.0,12668.0,570.0,1,basic,month-to-month,credit_card,north,1,overdue
CUST101656,user1656@example.com,47.0,75.8,93.96,97633.0,36003.0,622.0,3,basic,one-year,e_check,north,1,unpaid
CUST101657,user1657@example.com,21.0,45.2,81.54,76398.0,15452.0,576.0,0,basic,month-to-month,credit_card,east,0,paid
CUST101658,user1658@example.com,51.0,101.8,71.52,34203.0,7057.0,706.0,3,basic,two-year,e_check,north,0,paid
CUST101659,user1659@example.com,44.0,7.1,76.92,52812.0,17550.0,577.0,4,basic,month-to-month,bank_transfer,south,0,paid
CUST101660,user1660@example.com,71.0,42.8,85.6,109726.0,5927.0,815.0,1,family,month-to-month,credit_card,east,0,paid
CUST101661,user1661@example.com,29.0,9.9,27.96,94576.0,17635.0,610.0,0,basic,month-to-month,mailed_check,east,0,paid
CUST101662,user1662@example.com,41.0,4.0,96.79,73459.0,9799.0,714.0,2,standard,two-year,mailed_check,south,1,overdue
CUST101663,user1663@example.com,64.0,44.5,49.34,18059.0,2094.0,611.0,0,standard,two-year,e_check,south,0,paid
CUST101664,user1664@example.com,56.0,25.4,58.91,81643.0,21353.0,757.0,3,premium,month-to-month,e_check,west,0,paid
CUST101665,user1665@example.com,34.0,51.3,78.51,42296.0,4543.0,754.0,3,standard,month-to-month,bank_transfer,east,0,paid
CUST101666,user1666@example.com,45.0,8.0,68.11,81470.0,10987.0,624.0,2,basic,month-to-month,bank_transfer,south,1,unpaid
CUST101667,user1667@example.com,42.0,19.1,82.17,40547.0,16940.0,672.0,1,basic,one-year,credit_card,east,0,paid
CUST101668,user1668@example.com,45.0,20.6,73.55,64777.0,26444.0,752.0,2,standard,month-to-month,credit_card,south,0,paid
CUST101669,user1669@example.com,34.0,8.3,62.77,42194.0,24041.0,674.0,2,standard,two-year,e_check,east,0,overdue
CUST101670,user1670@example.com,41.0,49.0,108.22,47734.0,26547.0,576.0,4,standard,one-year,bank_transfer,south,0,paid
CUST101671,user1671@example.com,23.0,4.9,87.7,67444.0,35790.0,656.0,1,standard,month-to-month,e_check,west,0,paid
CUST101672,user1672@example.com,44.0,39.3,77.55,28622.0,12308.0,590.0,3,premium,one-year,e_check,north,0,paid
CUST101673,user1673@example.com,47.0,79.8,87.31,102448.0,20144.0,662.0,4,standard,two-year,credit_card,north,0,paid
CUST101674,user1674@example.com,39.0,6.3,52.37,34456.0,5099.0,587.0,1,basic,month-to-month,mailed_check,east,1,overdue
CUST101675,user1675@example.com,23.0,9.2,124.37,33337.0,19075.0,680.0,0,premium,month-to-month,mailed_check,north,0,paid
CUST101676,user1676@example.com,54.0,17.8,42.81,67503.0,39003.0,507.0,2,basic,one-year,credit_card,east,1,overdue
CUST101677,user1677@example.com,46.0,104.2,72.83,80839.0,26470.0,560.0,1,family,month-to-month,mailed_check,north,0,paid
CUST101678,user1678@example.com,33.0,2.3,62.84,48526.0,17063.0,587.0,2,premium,month-to-month,credit_card,north,1,overdue
CUST101679,user1679@example.com,39.0,6.7,61.89,33571.0,1778.0,637.0,3,premium,month-to-month,bank_transfer,east,0,paid
CUST101680,user1680@example.com,24.0,19.2,58.64,36552.0,4815.0,529.0,1,family,one-year,bank_transfer,west,0,paid
CUST101681,user1681@example.com,30.0,2.2,50.71,34400.0,12050.0,579.0,2,premium,two-year,credit_card,south,0,paid
CUST101682,user1682@example.com,36.0,43.0,99.71,61164.0,9174.0,712.0,0,basic,two-year,bank_transfer,north,0,paid
CUST101683,user1683@example.com,57.0,4.9,39.88,53600.0,16793.0,,3,standard,month-to-month,e_check,west,1,overdue
CUST101684,user1684@example.com,34.0,1.2,94.59,63517.0,30946.0,447.0,6,standard,month-to-month,bank_transfer,south,1,overdue
CUST101685,user1685@example.com,50.0,8.2,86.21,62297.0,30552.0,603.0,2,standard,two-year,e_check,south,1,overdue
CUST101686,user1686@example.com,36.0,50.3,60.48,71486.0,37453.0,752.0,0,basic,one-year,credit_card,south,0,paid
CUST101687,user1687@example.com,45.0,4.6,83.32,46801.0,8407.0,681.0,2,basic,month-to-month,mailed_check,south,1,unpaid
CUST101688,user1688@example.com,40.0,1.9,66.05,40236.0,11570.0,683.0,1,standard,one-year,mailed_check,south,1,unpaid
CUST101689,user1689@example.com,52.0,10.9,42.47,58126.0,22946.0,695.0,2,premium,one-year,credit_card,east,1,unpaid
CUST101690,user1690@example.com,36.0,46.7,42.74,53900.0,19921.0,573.0,1,basic,one-year,bank_transfer,east,0,paid
CUST101691,user1691@example.com,23.0,6.4,86.39,60059.0,36005.0,667.0,3,basic,month-to-month,mailed_check,east,1,overdue
CUST101692,user1692@example.com,25.0,36.9,85.09,40766.0,8233.0,688.0,2,standard,one-year,bank_transfer,east,0,paid
CUST101693,user1693@example.com,36.0,35.9,76.05,67844.0,6054.0,659.0,2,standard,month-to-month,e_check,north,1,overdue
CUST101694,user1694@example.com,27.0,8.5,60.21,31433.0,8277.0,619.0,0,basic,two-year,mailed_check,east,0,paid
CUST101695,user1695@example.com,47.0,16.1,65.24,46192.0,15470.0,646.0,2,basic,two-year,credit_card,south,0,paid
CUST101696,user1696@example.com,36.0,7.9,61.86,77581.0,20402.0,,1,standard,two-year,e_check,north,0,paid
CUST101697,user1697@example.com,70.0,6.9,26.33,32374.0,7305.0,699.0,2,premium,month-to-month,mailed_check,west,0,paid
CUST101698,user1698@example.com,21.0,21.5,71.53,76005.0,14554.0,535.0,0,basic,month-to-month,e_check,south,0,paid
CUST101699,user1699@example.com,44.0,81.1,83.06,26818.0,7646.0,585.0,0,family,one-year,e_check,east,1,overdue
CUST101700,user1700@example.com,28.0,11.5,71.69,23295.0,9995.0,705.0,1,family,month-to-month,e_check,west,1,overdue
CUST101701,user1701@example.com,36.0,95.5,114.23,25123.0,3313.0,673.0,3,standard,month-to-month,credit_card,south,1,unpaid
CUST101702,user1702@example.com,44.0,13.8,44.89,57336.0,30161.0,611.0,2,family,one-year,mailed_check,north,0,paid
CUST101703,user1703@example.com,18.0,24.0,53.47,69592.0,28019.0,513.0,2,standard,month-to-month,e_check,west,1,overdue
CUST101704,user1704@example.com,45.0,12.0,73.33,80852.0,8817.0,646.0,2,standard,month-to-month,e_check,east,1,overdue
CUST101705,user1705@example.com,65.0,4.4,76.09,79257.0,4988.0,600.0,0,premium,two-year,e_check,west,0,paid
CUST101706,user1706@example.com,37.0,1.1,22.47,,5654.0,688.0,1,basic,month-to-month,mailed_check,east,1,overdue
CUST101707,user1707@example.com,45.0,60.0,85.07,38364.0,3825.0,609.0,2,premium,two-year,bank_transfer,south,0,paid
CUST101708,user1708@example.com,54.0,9.0,76.21,38190.0,15427.0,510.0,1,family,one-year,mailed_check,east,1,overdue
CUST101709,user1709@example.com,40.0,71.8,17.02,70756.0,40152.0,539.0,0,standard,one-year,credit_card,south,0,paid
CUST101710,user1710@example.com,35.0,13.8,67.08,83426.0,10288.0,616.0,2,basic,month-to-month,bank_transfer,east,1,overdue
CUST101711,user1711@example.com,18.0,0.1,49.79,34377.0,7095.0,659.0,4,basic,month-to-month,mailed_check,west,1,unpaid
CUST101712,user1712@example.com,50.0,18.8,58.67,80880.0,42560.0,,0,basic,two-year,e_check,west,0,paid
CUST101713,user1713@example.com,41.0,52.6,36.55,16593.0,5445.0,589.0,1,basic,one-year,mailed_check,south,0,paid
CUST101714,user1714@example.com,30.0,24.5,80.4,62799.0,17893.0,713.0,3,premium,month-to-month,credit_card,south,0,paid
CUST101715,user1715@example.com,44.0,44.1,114.04,52924.0,16421.0,739.0,2,basic,month-to-month,mailed_check,east,1,overdue
CUST101716,user1716@example.com,35.0,17.7,76.63,,5378.0,672.0,2,family,month-to-month,bank_transfer,north,1,unpaid
CUST101717,user1717@example.com,36.0,5.5,16.02,55625.0,9499.0,627.0,2,premium,one-year,e_check,east,1,overdue
CUST101718,user1718@example.com,49.0,12.4,77.14,37925.0,21963.0,600.0,2,premium,month-to-month,credit_card,south,1,overdue
CUST101719,user1719@example.com,26.0,23.1,65.13,63922.0,25817.0,693.0,1,standard,month-to-month,credit_card,east,1,unpaid
CUST101720,user1720@example.com,55.0,46.1,42.47,56213.0,11662.0,625.0,1,basic,two-year,bank_transfer,south,0,paid
CUST101721,user1721@example.com,25.0,3.3,78.84,73706.0,42074.0,724.0,3,premium,month-to-month,e_check,north,1,overdue
CUST101722,user1722@example.com,34.0,55.3,91.99,86808.0,23319.0,728.0,3,standard,month-to-month,bank_transfer,north,0,paid
CUST101723,user1723@example.com,65.0,1.0,53.29,57538.0,7335.0,683.0,0,basic,month-to-month,mailed_check,north,0,paid
CUST101724,user1724@example.com,56.0,0.2,28.91,38626.0,22439.0,610.0,0,premium,one-year,credit_card,west,0,paid
CUST101725,user1725@example.com,43.0,6.9,19.71,32242.0,13421.0,616.0,1,basic,month-to-month,mailed_check,south,1,unpaid
CUST101726,user1726@example.com,31.0,31.0,53.36,88965.0,41284.0,519.0,1,standard,two-year,mailed_check,north,0,paid
CUST101727,user1727@example.com,36.0,3.0,66.11,86407.0,5390.0,646.0,1,basic,month-to-month,e_check,east,1,overdue
CUST101728,user1728@example.com,43.0,63.2,57.1,72747.0,14966.0,643.0,2,basic,month-to-month,bank_transfer,west,1,overdue
CUST101729,user1729@example.com,42.0,31.2,52.92,56197.0,32032.0,540.0,2,standard,month-to-month,bank_transfer,south,1,overdue
CUST101730,user1730@example.com,41.0,4.6,84.2,71303.0,9664.0,839.0,0,basic,one-year,credit_card,south,0,paid
CUST101731,user1731@example.com,42.0,6.0,81.57,81089.0,43011.0,694.0,3,standard,month-to-month,bank_transfer,east,1,unpaid
CUST101732,user1732@example.com,39.0,4.2,74.99,42641.0,20201.0,583.0,0,basic,month-to-month,credit_card,east,1,unpaid
CUST101733,user1733@example.com,25.0,18.4,90.41,55596.0,14354.0,814.0,0,standard,month-to-month,e_check,south,0,paid
CUST101734,user1734@example.com,36.0,32.2,53.59,32875.0,17677.0,610.0,1,standard,month-to-month,credit_card,north,0,paid
CUST101735,user1735@example.com,53.0,5.5,42.64,52419.0,29223.0,,0,basic,month-to-month,mailed_check,east,1,overdue
CUST101736,user1736@example.com,26.0,6.4,56.94,85885.0,45242.0,657.0,0,premium,month-to-month,credit_card,west,0,paid
CUST101737,user1737@example.com,40.0,13.1,55.22,76571.0,20989.0,613.0,1,standard,month-to-month,mailed_check,north,1,overdue
CUST101738,user1738@example.com,32.0,0.8,18.72,57700.0,21518.0,,0,basic,two-year,mailed_check,south,0,paid
CUST101739,user1739@example.com,43.0,74.9,56.36,12000.0,2620.0,765.0,1,standard,month-to-month,credit_card,south,0,paid
CUST101740,user1740@example.com,37.0,2.7,97.62,41884.0,5088.0,720.0,1,standard,one-year,mailed_check,south,0,paid
CUST101741,user1741@example.com,60.0,14.3,90.02,57048.0,31157.0,640.0,1,standard,one-year,credit_card,south,1,overdue
CUST101742,user1742@example.com,48.0,19.1,83.13,50682.0,29884.0,486.0,1,standard,month-to-month,bank_transfer,south,1,overdue
CUST101743,user1743@example.com,26.0,11.2,73.29,55655.0,4576.0,674.0,3,basic,two-year,mailed_check,east,0,paid
CUST101744,user1744@example.com,50.0,46.4,106.22,59852.0,25632.0,550.0,0,basic,month-to-month,credit_card,west,1,overdue
CUST101745,user1745@example.com,33.0,10.2,43.5,44326.0,25359.0,693.0,1,premium,two-year,bank_transfer,west,0,paid
CUST101746,user1746@example.com,35.0,10.3,45.88,54849.0,21082.0,593.0,1,basic,two-year,bank_transfer,north,0,paid
CUST101747,user1747@example.com,46.0,21.6,98.11,52011.0,3948.0,,1,standard,month-to-month,bank_transfer,south,1,overdue
CUST101748,user1748@example.com,36.0,15.2,70.69,40936.0,2383.0,599.0,0,family,month-to-month,bank_transfer,west,1,unpaid
CUST101749,user1749@example.com,53.0,23.7,53.22,91927.0,30084.0,732.0,1,premium,month-to-month,credit_card,east,0,paid
CUST101750,user1750@example.com,33.0,5.0,83.8,45471.0,25781.0,509.0,2,basic,one-year,e_check,south,1,unpaid
CUST101751,user1751@example.com,35.0,15.5,59.04,12000.0,2441.0,709.0,3,basic,month-to-month,credit_card,west,1,overdue
CUST101752,user1752@example.com,34.0,12.1,49.06,90665.0,22003.0,677.0,4,basic,two-year,bank_transfer,south,1,unpaid
CUST101753,user1753@example.com,35.0,12.1,48.37,38074.0,18573.0,644.0,1,basic,two-year,bank_transfer,south,0,paid
CUST101754,user1754@example.com,55.0,8.7,78.04,72998.0,35836.0,614.0,2,standard,month-to-month,bank_transfer,east,1,overdue
CUST101755,user1755@example.com,50.0,14.6,75.15,41382.0,23547.0,689.0,0,standard,month-to-month,credit_card,east,1,overdue
CUST101756,user1756@example.com,63.0,11.1,107.92,66386.0,33941.0,615.0,0,standard,two-year,credit_card,north,1,unpaid
CUST101757,user1757@example.com,69.0,106.3,62.75,54037.0,20353.0,614.0,0,premium,month-to-month,mailed_check,south,0,paid
CUST101758,user1758@example.com,30.0,53.0,62.32,75007.0,42477.0,655.0,4,basic,month-to-month,mailed_check,west,0,paid
CUST101759,user1759@example.com,43.0,5.8,105.99,50726.0,19678.0,788.0,2,standard,one-year,e_check,west,0,paid
CUST101760,user1760@example.com,28.0,1.3,94.64,41894.0,15956.0,529.0,3,standard,one-year,credit_card,east,1,overdue
CUST101761,user1761@example.com,33.0,2.1,73.62,60140.0,3520.0,690.0,1,premium,month-to-month,mailed_check,south,1,unpaid
CUST101762,user1762@example.com,34.0,8.2,30.97,47350.0,14229.0,639.0,1,standard,month-to-month,mailed_check,north,1,unpaid
CUST101763,user1763@example.com,29.0,17.6,49.7,16417.0,1209.0,632.0,2,basic,one-year,bank_transfer,west,0,paid
CUST101764,user1764@example.com,29.0,17.5,43.65,42970.0,23390.0,528.0,0,premium,month-to-month,credit_card,east,0,paid
CUST101765,user1765@example.com,40.0,13.0,70.91,112375.0,6266.0,510.0,1,basic,month-to-month,mailed_check,north,1,unpaid
CUST101766,user1766@example.com,27.0,58.9,57.29,18573.0,4065.0,677.0,0,standard,month-to-month,mailed_check,west,1,overdue
CUST101767,user1767@example.com,52.0,45.0,110.07,59821.0,35730.0,548.0,3,basic,month-to-month,bank_transfer,west,1,unpaid
CUST101768,user1768@example.com,31.0,56.8,30.71,50142.0,24434.0,731.0,2,standard,month-to-month,bank_transfer,south,0,paid
CUST101769,user1769@example.com,76.0,3.8,40.97,91728.0,42811.0,569.0,1,family,one-year,bank_transfer,west,1,overdue
CUST101770,user1770@example.com,37.0,3.9,76.12,32779.0,14491.0,694.0,0,standard,one-year,e_check,west,0,paid
CUST101771,user1771@example.com,43.0,32.1,83.04,57026.0,4458.0,604.0,1,standard,month-to-month,e_check,north,0,paid
CUST101772,user1772@example.com,26.0,3.1,10.0,68724.0,14330.0,600.0,0,standard,month-to-month,e_check,east,0,paid
CUST101773,user1773@example.com,62.0,30.1,26.61,51414.0,25149.0,577.0,2,premium,one-year,e_check,east,0,paid
CUST101774,user1774@example.com,55.0,2.0,63.41,39649.0,21512.0,685.0,1,standard,month-to-month,e_check,west,1,overdue
CUST101775,user1775@example.com,46.0,18.4,103.9,54556.0,13232.0,707.0,1,basic,one-year,bank_transfer,north,0,paid
CUST101776,user1776@example.com,26.0,1.6,117.19,48810.0,9405.0,625.0,4,premium,two-year,e_check,north,1,unpaid
CUST101777,user1777@example.com,45.0,7.7,59.64,48754.0,8763.0,697.0,0,standard,month-to-month,credit_card,north,0,paid
CUST101778,user1778@example.com,29.0,8.3,65.73,73614.0,25871.0,651.0,0,family,one-year,bank_transfer,west,0,paid
CUST101779,user1779@example.com,60.0,36.7,49.08,63059.0,13262.0,543.0,0,premium,month-to-month,credit_card,east,0,paid
CUST101780,user1780@example.com,52.0,2.7,85.83,66035.0,4077.0,680.0,0,premium,one-year,bank_transfer,south,1,overdue
CUST101781,user1781@example.com,43.0,29.0,108.21,61606.0,16320.0,626.0,2,standard,two-year,bank_transfer,east,0,paid
